iata,type,name,municipality,iso_country,latitude,longitude,scheduled,tz
GRJ,large_airport,George Airport,George,ZA,-34.0056,22.3789,yes,Africa/Johannesburg
GRK,medium_airport,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,31.0672,-97.8289,yes,America/Chicago
GRL,small_airport,Garasa Airport,Au,PG,-7.9807,147.2135,no,Pacific/Port_Moresby
GRM,small_airport,Grand Marais Cook County Airport,Grand Marais,US,47.8383,-90.3829,no,America/Chicago
GRN,small_airport,Gordon Municipal Airport,Gordon,US,42.8060,-102.1750,no,America/Denver
GRO,large_airport,Girona-Costa Brava Airport,Girona,ES,41.9046,2.7618,yes,Europe/Madrid
GRP,small_airport,Gurupi Airport,Gurupi,BR,-11.7396,-49.1322,no,America/Araguaina
GRQ,large_airport,Groningen Airport Eelde,Groningen,NL,53.1191,6.5777,yes,Europe/Amsterdam
GRR,large_airport,Gerald R. Ford International Airport,Grand Rapids,US,42.8808,-85.5228,yes,America/Detroit
GRS,medium_airport,Grosseto Corrado Baccarini Air Base / Grosseto Airport,Grosseto (GR),IT,42.7597,11.0719,no,Europe/Rome
GRT,small_airport,Gujrat Airport,Gujrat,PK,32.6283,74.0673,no,Asia/Karachi
GRU,large_airport,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.4313,-46.4700,yes,America/Sao_Paulo
GRV,large_airport,Akhmat Kadyrov Grozny International Airport,Grozny,RU,43.3881,45.6998,yes,Europe/Moscow
GRW,medium_airport,Graciosa Airport,Santa Cruz da Graciosa,PT,39.0922,-28.0298,yes,Atlantic/Azores
GRX,medium_airport,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.1887,-3.7774,yes,Europe/Madrid
GRY,medium_airport,Grímsey Airport,Grímsey/Sandvík,IS,66.5458,-18.0173,yes,Atlantic/Reykjavik
GRZ,large_airport,Graz Airport,Feldkirchen bei Graz,AT,46.9911,15.4396,yes,Europe/Vienna
GSA,small_airport,Long Pasia Airport,Long Miau,MY,4.4098,115.7245,no,Asia/Kuching
GSB,medium_airport,Seymour Johnson Air Force Base,Goldsboro,US,35.3394,-77.9606,no,America/New_York
GSC,small_airport,Gascoyne Junction Airport,Gascoyne Junction,AU,-25.0546,115.2026,no,Australia/Perth
GSE,medium_airport,Säve Airport,Göteborg,SE,57.7747,11.8704,no,Europe/Stockholm
GSH,small_airport,Goshen Municipal Airport,Goshen,US,41.5264,-85.7929,no,America/Indiana/Indianapolis
GSI,small_airport,Grand-Santi Airport,Grand-Santi,GF,4.2858,-54.3731,no,America/Cayenne
GSJ,medium_airport,San José Airport,Puerto San José,GT,13.9362,-90.8358,no,America/Guatemala
GSL,small_airport,Taltheilei Narrows Airport,Taltheilei Narrows,CA,62.5981,-111.5430,no,America/Edmonton
GSM,large_airport,Qeshm International Airport,Qeshm(Dayrestan),IR,26.7546,55.9024,yes,Asia/Tehran
GSN,small_airport,Mount Gunson Airport,Mount Gunson,AU,-31.4597,137.1744,no,Australia/Adelaide
GSO,large_airport,Piedmont Triad International Airport,Greensboro,US,36.0994,-79.9373,yes,America/New_York
GSP,medium_airport,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,34.8957,-82.2189,yes,America/New_York
GSQ,small_airport,El Owainat East International Airport,Sharq El Owainat,EG,22.5843,28.7216,no,Africa/Cairo
GSR,small_airport,Gardo Airport,Gardo,SO,9.5460,49.1191,no,Africa/Mogadishu
GSS,small_airport,Sabi Sabi Airport,Belfast,ZA,-24.9474,31.4488,no,Africa/Johannesburg
GST,medium_airport,Gustavus Airport,Gustavus,US,58.4253,-135.7070,yes,America/Juneau
GSV,large_airport,Gagarin International Airport,Saratov,RU,51.7128,46.1711,yes,Europe/Saratov
GTA,small_airport,Gatokae Aerodrome,Gatokae,SB,-8.7384,158.2028,yes,Pacific/Guadalcanal
GTC,small_airport,Chato/Geita Airport,Chato District,TZ,-2.7423,31.7068,no,Africa/Dar_es_Salaam
GTE,medium_airport,Groote Eylandt Airport,Groote Eylandt,AU,-13.9724,136.4586,yes,Australia/Darwin
GTF,medium_airport,Great Falls International Airport,Great Falls,US,47.4820,-111.3710,yes,America/Denver
GTG,small_airport,Grantsburg Municipal Airport,Grantsburg,US,45.7981,-92.6644,no,America/Chicago
GTI,small_airport,Rügen Airport,Dreschvitz,DE,54.3835,13.3255,no,Europe/Berlin
GTK,small_airport,Sungai Tekai Airport,Sungai Tekai,MY,2.6412,102.8930,no,Asia/Kuala_Lumpur
GTN,medium_airport,Glentanner Airport,Glentanner Station,NZ,-43.9067,170.1280,no,Pacific/Auckland
GTO,small_airport,Jalaluddin Airport,Gorontalo,ID,0.6371,122.8500,yes,Asia/Makassar
GTP,small_airport,Grants Pass Airport,Grants Pass,US,42.5101,-123.3880,no,America/Los_Angeles
GTR,medium_airport,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,33.4503,-88.5914,yes,America/Chicago
GTS,small_airport,The Granites Airport,The Granites Gold Mine,AU,-20.5483,130.3470,no,Australia/Darwin
GTT,small_airport,Georgetown Airport,Georgetown,AU,-18.3027,143.5309,no,Australia/Brisbane
GTY,small_airport,Gettysburg Regional Airport,Gettysburg,US,39.8412,-77.2747,no,America/New_York
GTZ,small_airport,Kirawira B Aerodrome,Grumeti Game Reserve,TZ,-2.1608,34.2256,no,Africa/Dar_es_Salaam
GUA,large_airport,La Aurora International Airport,Guatemala City,GT,14.5829,-90.5275,yes,America/Guatemala
GUB,small_airport,Guerrero Negro Airport,San Quintín,MX,28.0261,-114.0240,yes,America/Tijuana
GUC,medium_airport,Gunnison Crested Butte Regional Airport,Gunnison,US,38.5347,-106.9346,yes,America/Denver
GUD,small_airport,Goundam Airport,Goundam,ML,16.3584,-3.6045,no,Africa/Bamako
GUE,small_airport,Guriaso (Keraso) Airport,Guriaso,PG,-3.5832,141.5895,no,Pacific/Port_Moresby
GUF,small_airport,Jack Edwards National Airport,Gulf Shores,US,30.2905,-87.6718,no,America/Chicago
GUG,small_airport,Guari Airport,Guari,PG,-8.1286,146.8722,no,Pacific/Port_Moresby
GUH,medium_airport,Gunnedah Airport,,AU,-30.9575,150.2490,no,Australia/Sydney
GUI,medium_airport,Guiria Airport,,VE,10.5741,-62.3127,no,America/Caracas
GUJ,medium_airport,Edu Chaves Field,Guaratinguetá,BR,-22.7916,-45.2048,no,America/Sao_Paulo
GUL,medium_airport,Goulburn Airport,,AU,-34.8103,149.7260,no,Australia/Sydney
GUM,large_airport,Antonio B. Won Pat International Airport,Hagåtña,GU,13.4850,144.7973,yes,Pacific/Guam
GUO,small_airport,Guriel Airport,Guriel,SO,5.3174,45.9853,no,Africa/Mogadishu
GUP,medium_airport,Gallup Municipal Airport,Gallup,US,35.5117,-108.7882,yes,America/Denver
GUQ,medium_airport,Guanare Airport,Guanare,VE,9.0269,-69.7552,no,America/Caracas
GUR,medium_airport,Gurney Airport,Gurney,PG,-10.3115,150.3340,yes,Pacific/Port_Moresby
GUS,medium_airport,Grissom Air Reserve Base,Peru,US,40.6481,-86.1521,no,America/Indiana/Indianapolis
GUU,small_airport,Grundarfjörður Airport,Grundarfjörður,IS,64.9914,-23.2247,no,Atlantic/Reykjavik
GUV,small_airport,Mougulu Airport,Mougulu,PG,-6.2809,142.4208,no,Pacific/Port_Moresby
GUW,large_airport,Atyrau International Airport,Atyrau,KZ,47.1213,51.8203,yes,Asia/Atyrau
GUX,small_airport,Guna Airport,,IN,24.6547,77.3473,no,Asia/Kolkata
GUY,medium_airport,Guymon Municipal Airport,Guymon,US,36.6851,-101.5080,no,America/Chicago
GUZ,small_airport,Guarapari Airport,Guarapari,BR,-20.6465,-40.4919,yes,America/Sao_Paulo
GVA,large_airport,Geneva International Airport,Geneva,CH,46.2381,6.1090,yes,Europe/Zurich
GVE,small_airport,Gordonsville Municipal Airport,Gordonsville,US,38.1560,-78.1658,no,America/New_York
GVI,small_airport,Green River Airport,Green River,PG,-3.9022,141.1705,no,Pacific/Port_Moresby
GVL,small_airport,Lee Gilmer Memorial Airport,Gainesville,US,34.2726,-83.8302,no,America/New_York
GVN,medium_airport,Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,RU,48.9251,140.0353,no,Asia/Vladivostok
GVP,small_airport,Greenvale Airport,,AU,-18.9966,145.0136,no,Australia/Brisbane
GVR,medium_airport,Coronel Altino Machado Airport,Governador Valadares,BR,-18.8959,-41.9829,yes,America/Sao_Paulo
GVT,small_airport,Majors Airport,Greenville,US,33.0678,-96.0653,no,America/Chicago
GVX,medium_airport,Gävle Sandviken Airport,Gävle / Sandviken,SE,60.5933,16.9514,no,Europe/Stockholm
GWA,small_airport,Gwa Airport,Gwa,MM,17.6000,94.5833,no,Asia/Yangon
GWD,large_airport,New Gwadar International Airport,Gurandani,PK,25.2967,62.4988,yes,Asia/Karachi
GWE,medium_airport,Josiah Tungamirai Air Force Base,Gweru,ZW,-19.4367,29.8619,no,Africa/Harare
GWL,medium_airport,Gwalior Airport,Gwalior,IN,26.2933,78.2278,yes,Asia/Kolkata
GWO,medium_airport,Greenwood–Leflore Airport,Greenwood,US,33.4950,-90.0882,no,America/Chicago
GWS,small_airport,Glenwood Springs Municipal Airport,Glenwood Springs,US,39.5083,-107.3110,no,America/Denver
GWT,medium_airport,Westerland Sylt Airport,Sylt,DE,54.9132,8.3405,yes,Europe/Berlin
GWV,small_airport,Glendale Fokker Field,Glendale,US,39.9487,-80.7595,no,America/New_York
GXF,large_airport,Seiyun Hadhramaut International Airport,Seiyun,YE,15.9659,48.7881,yes,Asia/Aden
GXG,medium_airport,Negage Airport,Negage,AO,-7.7545,15.2877,yes,Africa/Luanda
GXH,medium_airport,Gannan Xiahe Airport,Gannan (Xiahe),CN,34.8190,102.6223,yes,Asia/Shanghai
GXM,small_airport,Kuala Kurun Airport,Kuala Kurun,ID,-1.1289,113.8731,no,Asia/Pontianak
GXQ,medium_airport,Teniente Vidal Airport,Coyhaique,CL,-45.5942,-72.1061,no,America/Coyhaique
GXX,small_airport,Yagoua Airport,Yagoua,CM,10.3561,15.2372,no,Africa/Douala
GXY,small_airport,Greeley–Weld County Airport,Greeley,US,40.4374,-104.6330,no,America/Denver
GYA,medium_airport,Guayaramerín Airport,Guayaramerín,BO,-10.8886,-65.3810,yes,America/La_Paz
GYB,small_airport,Port Hedland/Wodgina Airport,Wodgina,AU,-21.0366,118.6429,no,Australia/Perth
GYD,large_airport,Heydar Aliyev International Airport,Baku,AZ,40.4728,50.0509,yes,Asia/Baku
GYE,large_airport,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.1574,-79.8836,yes,America/Guayaquil
GYG,medium_airport,Magan Airport,Magan,RU,62.1035,129.5453,no,Asia/Yakutsk
GYI,medium_airport,Gisenyi Airport,Gisenyi,RW,-1.6772,29.2589,no,Africa/Kigali
GYL,small_airport,Argyle Airport,,AU,-16.6369,128.4514,no,Australia/Perth
GYM,medium_airport,General José María Yáñez International Airport,Guaymas,MX,27.9690,-110.9250,yes,America/Hermosillo
GYN,large_airport,Santa Genoveva International Airport,Goiânia,BR,-16.6320,-49.2207,yes,America/Sao_Paulo
GYO,small_airport,Blangkejeren Airport,Kabupaten Gayo Lues,ID,3.9455,97.3597,no,Asia/Jakarta
GYP,small_airport,Gympie Airport,,AU,-26.2901,152.7030,no,Australia/Brisbane
GYR,small_airport,Phoenix Goodyear Airport,Goodyear,US,33.4225,-112.3760,no,America/Phoenix
GYS,medium_airport,Guangyuan Panlong Airport,Guangyuan (Lizhou),CN,32.3903,105.6946,yes,Asia/Shanghai
GYU,medium_airport,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),CN,36.0789,106.2169,yes,Asia/Shanghai
GYY,medium_airport,Gary/Chicago International Airport,Gary,US,41.6171,-87.4132,yes,America/Chicago
GYZ,small_airport,Gruyere Airport,Cosmo Newbery,AU,-28.0345,123.8151,yes,Australia/Perth
GZG,small_airport,Garze Gesar Airport,Garzê (Garzê),CN,31.7575,99.5542,yes,Asia/Shanghai
GZI,small_airport,Ghazni Airport,Ghazni,AF,33.4879,68.5252,no,Asia/Kabul
GZO,small_airport,Nusatupe Airport,Gizo,SB,-8.0978,156.8640,yes,Pacific/Guadalcanal
GZP,medium_airport,Gazipaşa-Alanya Airport,Gazipaşa,TR,36.2988,32.2970,yes,Europe/Istanbul
GZT,large_airport,Gaziantep Oğuzeli International Airport,Gaziantep,TR,36.9472,37.4787,yes,Europe/Istanbul
GZW,medium_airport,Qazvin Airport,Qazvin,IR,36.2401,50.0471,no,Asia/Tehran
HAA,small_airport,Hasvik Airport,Hasvik,NO,70.4867,22.1397,yes,Europe/Oslo
HAB,small_airport,Marion County Rankin Fite Airport,Hamilton,US,34.1176,-87.9982,no,America/Chicago
HAC,medium_airport,Hachijojima Airport,Hachijojima,JP,33.1148,139.7856,yes,Asia/Tokyo
HAD,medium_airport,Halmstad Airport,Halmstad,SE,56.6911,12.8202,yes,Europe/Stockholm
HAF,small_airport,Half Moon Bay Airport,Half Moon Bay,US,37.5134,-122.5010,no,America/Los_Angeles
HAH,large_airport,Prince Said Ibrahim International Airport,Moroni,KM,-11.5337,43.2719,yes,Indian/Comoro
HAI,small_airport,Three Rivers Municipal Dr Haines Airport,Three Rivers,US,41.9598,-85.5934,no,America/Detroit
HAJ,large_airport,Hannover Airport,Hannover,DE,52.4611,9.6851,yes,Europe/Berlin
HAK,large_airport,Haikou Meilan International Airport,Haikou (Meilan),CN,19.9349,110.4590,yes,Asia/Shanghai
HAL,small_airport,Halali Airport,Halali,NA,-19.0285,16.4585,yes,Africa/Windhoek
HAM,large_airport,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.6304,9.9882,yes,Europe/Berlin
HAN,large_airport,Noi Bai International Airport,Hanoi (Soc Son),VN,21.2212,105.8070,yes,Asia/Bangkok
HAO,small_airport,Butler Co Regional Airport - Hogan Field,Hamilton,US,39.3638,-84.5220,no,America/New_York
HAQ,large_airport,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV,6.7432,73.1671,yes,Indian/Maldives
HAR,small_airport,Capital City Airport,Harrisburg,US,40.2171,-76.8515,no,America/New_York
HAS,large_airport,Hail International Airport,Hail,SA,27.4379,41.6863,yes,Asia/Riyadh
HAT,small_airport,Heathlands Airport,Shelburne,AU,-11.7369,142.5770,no,Australia/Brisbane
HAU,medium_airport,"Haugesund Airport, Karmøy",Karmøy,NO,59.3453,5.2084,yes,Europe/Oslo
HAV,large_airport,José Martí International Airport,Havana,CU,22.9892,-82.4091,yes,America/Havana
HAW,medium_airport,Haverfordwest Airport,Haverfordwest,GB,51.8331,-4.9611,no,Europe/London
HAY,small_airport,Hacaritama Airport,Aguachica,CO,8.2470,-73.5814,no,America/Bogota
HAZ,small_airport,Hatzfeldhaven Airport,Hatzfeldhaven,PG,-4.4033,145.2056,no,Pacific/Port_Moresby
HBA,large_airport,Hobart International Airport,Hobart (Cambridge),AU,-42.8370,147.5130,yes,Australia/Hobart
HBB,small_airport,Industrial Airpark,Hobbs,US,32.7668,-103.2090,no,America/Denver
HBD,small_airport,Habi Airport,Habi,PG,-6.3200,142.4893,no,Pacific/Port_Moresby
HBE,large_airport,Alexandria International Airport,Alexandria,EG,30.9325,29.6964,yes,Africa/Cairo
HBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US,31.2648,-89.2528,no,America/Chicago
HBK,small_airport,Holbrook Municipal Airport,Holbrook,US,34.9407,-110.1380,no,America/Phoenix
HBQ,small_airport,Haibei Qilian Airport,Haibei (Qilian),CN,38.0081,100.6451,yes,Asia/Shanghai
HBR,medium_airport,Hobart Regional Airport,Hobart,US,34.9913,-99.0513,no,America/Chicago
HBU,small_airport,Bulgan Sum Airport,Bulgan,MN,46.1006,91.5842,no,Asia/Hovd
HBX,medium_airport,Hubballi Airport,Hubballi,IN,15.3611,75.0821,yes,Asia/Kolkata
HCA,small_airport,Big Spring Mc Mahon-Wrinkle Airport,Big Spring,US,32.2126,-101.5220,no,America/Chicago
HCC,small_airport,Columbia County Airport,Hudson,US,42.2913,-73.7103,no,America/New_York
HCJ,medium_airport,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),CN,24.8043,107.7108,yes,Asia/Shanghai
HCM,small_airport,Eil Airport,Eyl,SO,8.1040,49.8200,no,Africa/Mogadishu
HCN,medium_airport,Hengchun Airport,Hengchun,TW,22.0411,120.7300,no,Asia/Taipei
HCQ,medium_airport,Halls Creek Airport,,AU,-18.2339,127.6700,no,Australia/Perth
HCR,medium_airport,Holy Cross Airport,Holy Cross,US,62.1883,-159.7750,yes,America/Anchorage
HCW,small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,US,34.7129,-79.9570,no,America/New_York
HCZ,medium_airport,Chenzhou Beihu Airport,Chenzhou,CN,25.7534,112.8454,yes,Asia/Shanghai
HDD,small_airport,Hyderabad Airport,Hyderabad,PK,25.3181,68.3661,yes,Asia/Karachi
HDE,small_airport,Brewster Field,Holdrege,US,40.4521,-99.3365,no,America/Chicago
HDF,medium_airport,Heringsdorf Airport,Zirchow,DE,53.8787,14.1523,yes,Europe/Berlin
HDG,medium_airport,Handan Airport,Handan,CN,36.5248,114.4241,yes,Asia/Shanghai
HDH,small_airport,Kawaihapai Airfield,Mokuleia,US,21.5795,-158.1970,no,Pacific/Honolulu
HDK,small_airport,Kulhudhuffushi Airport,Kulhudhuffushi,MV,6.6308,73.0678,yes,Indian/Maldives
HDM,medium_airport,Hamadan Airport,Hamadan,IR,34.8664,48.5607,yes,Asia/Tehran
HDN,medium_airport,Yampa Valley Airport,Hayden,US,40.4812,-107.2180,yes,America/Denver
HDO,small_airport,Hindon Airport / Hindon Air Force Station,Ghaziabad,IN,28.7077,77.3589,yes,Asia/Kolkata
HDR,small_airport,Havadarya Airport,Bandar Abbas,IR,27.1583,56.1725,no,Asia/Tehran
HDS,medium_airport,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,ZA,-24.3619,31.0529,yes,Africa/Johannesburg
HDY,large_airport,Hat Yai International Airport,Hat Yai,TH,6.9332,100.3930,yes,Asia/Bangkok
HEA,large_airport,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.2100,62.2283,yes,Asia/Kabul
HEB,small_airport,Hinthada Airport,Hinthada,MM,17.6333,95.4667,no,Asia/Yangon
HED,small_airport,Herendeen Bay Airport,Herendeen Bay,US,55.8023,-160.9013,no,America/Anchorage
HEE,small_airport,Thompson-Robbins Airport,West Helena,US,34.5766,-90.6762,no,America/Chicago
HEG,small_airport,Heglig Airport,Heglig,SD,9.9949,29.3977,no,Africa/Khartoum
HEH,medium_airport,Heho Airport,Heho,MM,20.7471,96.7920,yes,Asia/Yangon
HEI,small_airport,Heide-Büsum Airport,Oesterdeichstrich,DE,54.1533,8.9017,yes,Europe/Berlin
HEK,medium_airport,Heihe Aihui Airport,Heihe,CN,50.1716,127.3089,yes,Asia/Shanghai
HEL,large_airport,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.3184,24.9633,yes,Europe/Helsinki
HEO,small_airport,Haelogo Airport,Haelogo,PG,-9.1366,147.5984,no,Pacific/Port_Moresby
HER,large_airport,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,35.3397,25.1803,yes,Europe/Athens
HES,small_airport,Hermiston Municipal Airport,Hermiston,US,45.8282,-119.2590,no,America/Los_Angeles
HET,large_airport,Hohhot Baita International Airport,Hohhot,CN,40.8497,111.8246,yes,Asia/Shanghai
HEW,small_airport,Dongyang Hengdian General Airport,Jinhua (Dongyang),CN,29.1226,120.2429,no,Asia/Shanghai
HEZ,small_airport,Natchez–Adams County Airport / Hardy-Anders Field,Natchez,US,31.6148,-91.2973,no,America/Chicago
HFA,medium_airport,Uri Michaeli Haifa International Airport,Haifa,IL,32.8102,35.0437,yes,Asia/Jerusalem
HFD,medium_airport,Hartford Brainard Airport,Hartford,US,41.7367,-72.6494,no,America/New_York
HFE,large_airport,Hefei Xinqiao International Airport,Hefei,CN,31.9878,116.9769,yes,Asia/Shanghai
HFF,small_airport,Mackall Army Air Field,Hoffman,US,35.0361,-79.4986,no,America/New_York
HFN,medium_airport,Hornafjörður Airport,Höfn,IS,64.2956,-15.2272,yes,Atlantic/Reykjavik
HFS,small_airport,Hagfors Airport,Råda,SE,60.0201,13.5789,yes,Europe/Stockholm
HFT,medium_airport,Hammerfest Airport,Hammerfest,NO,70.6797,23.6686,yes,Europe/Oslo
HGA,large_airport,Egal International Airport,Hargeisa,SO,9.5141,44.0835,yes,Africa/Mogadishu
HGD,small_airport,Hughenden Airport,Hughenden,AU,-20.8150,144.2250,yes,Australia/Brisbane
HGE,small_airport,Higuerote Airport,Higuerote,VE,10.4625,-66.0928,no,America/Caracas
HGH,large_airport,Hangzhou Xiaoshan International Airport,Hangzhou,CN,30.2361,120.4289,yes,Asia/Shanghai
HGI,medium_airport,Itanagar Donyi Polo Hollongi Airport,Hollongi,IN,26.9668,93.6388,yes,Asia/Kolkata
HGL,small_airport,Helgoland-Düne Airport,Helgoland,DE,54.1853,7.9158,yes,Europe/Berlin
HGN,medium_airport,Mae Hong Son Airport,Mae Hong Son,TH,19.3013,97.9758,yes,Asia/Bangkok
HGO,medium_airport,Korhogo Airport,Korhogo,CI,9.3872,-5.5567,yes,Africa/Abidjan
HGR,medium_airport,Hagerstown Regional Richard A Henson Field,Hagerstown,US,39.7088,-77.7280,yes,America/New_York
HGS,small_airport,Hastings Airport,Freetown,SL,8.3943,-13.1289,no,Africa/Freetown
HGU,medium_airport,Mount Hagen Kagamuga Airport,Mount Hagen,PG,-5.8282,144.2994,yes,Pacific/Port_Moresby
HGZ,small_airport,Hog River Airport,Hogatza,US,66.1761,-155.6848,no,America/Anchorage
HHE,medium_airport,JMSDF Hachinohe Air Base / Hachinohe Airport,Hachinohe,JP,40.5512,141.4654,no,Asia/Tokyo
HHH,medium_airport,Hilton Head Airport,Hilton Head Island,US,32.2244,-80.6975,yes,America/New_York
HHI,small_airport,Wheeler Army Airfield,Wahiawa,US,21.4816,-158.0370,no,Pacific/Honolulu
HHN,large_airport,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.9464,7.2617,yes,Europe/Berlin
HHQ,medium_airport,Hua Hin Airport,Hua Hin,TH,12.6362,99.9515,yes,Asia/Bangkok
HHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,33.9228,-118.3350,yes,America/Los_Angeles
HHZ,small_airport,Hikueru Airport,Hikueru,PF,-17.5483,-142.6120,yes,Pacific/Tahiti
HIA,large_airport,Huai'an Lianshui Airport,Huai'an,CN,33.7927,119.1267,yes,Asia/Shanghai
HIB,medium_airport,Range Regional Airport,Hibbing,US,47.3848,-92.8369,yes,America/Chicago
HID,medium_airport,Horn Island Airport,Horn,AU,-10.5856,142.2928,yes,Australia/Brisbane
HIE,small_airport,Mount Washington Regional Airport,Whitefield,US,44.3675,-71.5458,no,America/New_York
HIF,medium_airport,Hill Air Force Base,Ogden,US,41.1240,-111.9731,no,America/Denver
HIG,small_airport,Highbury Airport,Highbury,AU,-16.4241,143.1453,no,Australia/Brisbane
HII,medium_airport,Lake Havasu City Airport,Lake Havasu City,US,34.5705,-114.3577,yes,America/Phoenix
HIJ,large_airport,Hiroshima Airport,Hiroshima,JP,34.4361,132.9190,yes,Asia/Tokyo
HIL,small_airport,Shilavo Airport,Shilavo,ET,6.0775,44.7637,yes,Africa/Addis_Ababa
HIM,medium_airport,Hingurakgoda Air Force Base,Polonnaruwa Town,LK,8.0498,80.9814,no,Asia/Colombo
